Numéro,Nom,Types,URL,Taille (m),Poids (kg)
0374,Beldum,,https://pokemondb.net/pokedex/beldum,0.6,95.2
0375,Metang,,https://pokemondb.net/pokedex/metang,1.2,202.5
0376,Metagross,,https://pokemondb.net/pokedex/metagross,1.6,550.0
0377,Regirock,,https://pokemondb.net/pokedex/regirock,1.7,230.0
0378,Regice,,https://pokemondb.net/pokedex/regice,1.8,175.0
0379,Registeel,,https://pokemondb.net/pokedex/registeel,1.9,205.0
0380,Latias,,https://pokemondb.net/pokedex/latias,1.4,40.0
0381,Latios,,https://pokemondb.net/pokedex/latios,2.0,60.0
0382,Kyogre,,https://pokemondb.net/pokedex/kyogre,4.5,352.0
0383,Groudon,,https://pokemondb.net/pokedex/groudon,3.5,950.0
0384,Rayquaza,,https://pokemondb.net/pokedex/rayquaza,7.0,206.5
0385,Jirachi,,https://pokemondb.net/pokedex/jirachi,0.3,1.1
0386,Deoxys,,https://pokemondb.net/pokedex/deoxys,1.7,60.8
0387,Turtwig,,https://pokemondb.net/pokedex/turtwig,0.4,10.2
0388,Grotle,,https://pokemondb.net/pokedex/grotle,1.1,97.0
0389,Torterra,,https://pokemondb.net/pokedex/torterra,2.2,310.0
0390,Chimchar,,https://pokemondb.net/pokedex/chimchar,0.5,6.2
0391,Monferno,,https://pokemondb.net/pokedex/monferno,0.9,22.0
0392,Infernape,,https://pokemondb.net/pokedex/infernape,1.2,55.0
0393,Piplup,,https://pokemondb.net/pokedex/piplup,0.4,5.2
0394,Prinplup,,https://pokemondb.net/pokedex/prinplup,0.8,23.0
0395,Empoleon,,https://pokemondb.net/pokedex/empoleon,1.7,84.5
0396,Starly,,https://pokemondb.net/pokedex/starly,0.3,2.0
0397,Staravia,,https://pokemondb.net/pokedex/staravia,0.6,15.5
0398,Staraptor,,https://pokemondb.net/pokedex/staraptor,1.2,24.9
0399,Bidoof,,https://pokemondb.net/pokedex/bidoof,0.5,20.0
0400,Bibarel,,https://pokemondb.net/pokedex/bibarel,1.0,31.5
0401,Kricketot,,https://pokemondb.net/pokedex/kricketot,0.3,2.2
0402,Kricketune,,https://pokemondb.net/pokedex/kricketune,1.0,25.5
0403,Shinx,,https://pokemondb.net/pokedex/shinx,0.5,9.5
0404,Luxio,,https://pokemondb.net/pokedex/luxio,0.9,30.5
0405,Luxray,,https://pokemondb.net/pokedex/luxray,1.4,42.0
0406,Budew,,https://pokemondb.net/pokedex/budew,0.2,1.2
0407,Roserade,,https://pokemondb.net/pokedex/roserade,0.9,14.5
0408,Cranidos,,https://pokemondb.net/pokedex/cranidos,0.9,31.5
0409,Rampardos,,https://pokemondb.net/pokedex/rampardos,1.6,102.5
0410,Shieldon,,https://pokemondb.net/pokedex/shieldon,0.5,57.0
0411,Bastiodon,,https://pokemondb.net/pokedex/bastiodon,1.3,149.5
0412,Burmy,,https://pokemondb.net/pokedex/burmy,0.2,3.4
0413,Wormadam,,https://pokemondb.net/pokedex/wormadam,0.5,6.5
0414,Mothim,,https://pokemondb.net/pokedex/mothim,0.9,23.3
0415,Combee,,https://pokemondb.net/pokedex/combee,0.3,5.5
0416,Vespiquen,,https://pokemondb.net/pokedex/vespiquen,1.2,38.5
0417,Pachirisu,,https://pokemondb.net/pokedex/pachirisu,0.4,3.9
0418,Buizel,,https://pokemondb.net/pokedex/buizel,0.7,29.5
0419,Floatzel,,https://pokemondb.net/pokedex/floatzel,1.1,33.5
0420,Cherubi,,https://pokemondb.net/pokedex/cherubi,0.4,3.3
0421,Cherrim,,https://pokemondb.net/pokedex/cherrim,0.5,9.3
0422,Shellos,,https://pokemondb.net/pokedex/shellos,0.3,6.3
0423,Gastrodon,,https://pokemondb.net/pokedex/gastrodon,0.9,29.9
0424,Ambipom,,https://pokemondb.net/pokedex/ambipom,1.2,20.3
0425,Drifloon,,https://pokemondb.net/pokedex/drifloon,0.4,1.2
0426,Drifblim,,https://pokemondb.net/pokedex/drifblim,1.2,15.0
0427,Buneary,,https://pokemondb.net/pokedex/buneary,0.4,5.5
0428,Lopunny,,https://pokemondb.net/pokedex/lopunny,1.2,33.3
0429,Mismagius,,https://pokemondb.net/pokedex/mismagius,0.9,4.4
0430,Honchkrow,,https://pokemondb.net/pokedex/honchkrow,0.9,27.3
0431,Glameow,,https://pokemondb.net/pokedex/glameow,0.5,3.9
0432,Purugly,,https://pokemondb.net/pokedex/purugly,1.0,43.8
0433,Chingling,,https://pokemondb.net/pokedex/chingling,0.2,0.6
0434,Stunky,,https://pokemondb.net/pokedex/stunky,0.4,19.2
0435,Skuntank,,https://pokemondb.net/pokedex/skuntank,1.0,38.0
0436,Bronzor,,https://pokemondb.net/pokedex/bronzor,0.5,60.5
0437,Bronzong,,https://pokemondb.net/pokedex/bronzong,1.3,187.0
0438,Bonsly,,https://pokemondb.net/pokedex/bonsly,0.5,15.0
0439,Mime Jr.,,https://pokemondb.net/pokedex/mime-jr,0.6,13.0
0440,Happiny,,https://pokemondb.net/pokedex/happiny,0.6,24.4
0441,Chatot,,https://pokemondb.net/pokedex/chatot,0.5,1.9
0442,Spiritomb,,https://pokemondb.net/pokedex/spiritomb,1.0,108.0
0443,Gible,,https://pokemondb.net/pokedex/gible,0.7,20.5
0444,Gabite,,https://pokemondb.net/pokedex/gabite,1.4,56.0
0445,Garchomp,,https://pokemondb.net/pokedex/garchomp,1.9,95.0
0446,Munchlax,,https://pokemondb.net/pokedex/munchlax,0.6,105.0
0447,Riolu,,https://pokemondb.net/pokedex/riolu,0.7,20.2
0448,Lucario,,https://pokemondb.net/pokedex/lucario,1.2,54.0
0449,Hippopotas,,https://pokemondb.net/pokedex/hippopotas,0.8,49.5
0450,Hippowdon,,https://pokemondb.net/pokedex/hippowdon,2.0,300.0
0451,Skorupi,,https://pokemondb.net/pokedex/skorupi,0.8,12.0
0452,Drapion,,https://pokemondb.net/pokedex/drapion,1.3,61.5
0453,Croagunk,,https://pokemondb.net/pokedex/croagunk,0.7,23.0
0454,Toxicroak,,https://pokemondb.net/pokedex/toxicroak,1.3,44.4
0455,Carnivine,,https://pokemondb.net/pokedex/carnivine,1.4,27.0
0456,Finneon,,https://pokemondb.net/pokedex/finneon,0.4,7.0
0457,Lumineon,,https://pokemondb.net/pokedex/lumineon,1.2,24.0
0458,Mantyke,,https://pokemondb.net/pokedex/mantyke,1.0,65.0
0459,Snover,,https://pokemondb.net/pokedex/snover,1.0,50.5
0460,Abomasnow,,https://pokemondb.net/pokedex/abomasnow,2.2,135.5
0461,Weavile,,https://pokemondb.net/pokedex/weavile,1.1,34.0
0462,Magnezone,,https://pokemondb.net/pokedex/magnezone,1.2,180.0
0463,Lickilicky,,https://pokemondb.net/pokedex/lickilicky,1.7,140.0
0464,Rhyperior,,https://pokemondb.net/pokedex/rhyperior,2.4,282.8
0465,Tangrowth,,https://pokemondb.net/pokedex/tangrowth,2.0,128.6
0466,Electivire,,https://pokemondb.net/pokedex/electivire,1.8,138.6
0467,Magmortar,,https://pokemondb.net/pokedex/magmortar,1.6,68.0
0468,Togekiss,,https://pokemondb.net/pokedex/togekiss,1.5,38.0
0469,Yanmega,,https://pokemondb.net/pokedex/yanmega,1.9,51.5
0470,Leafeon,,https://pokemondb.net/pokedex/leafeon,1.0,25.5
0471,Glaceon,,https://pokemondb.net/pokedex/glaceon,0.8,25.9
0472,Gliscor,,https://pokemondb.net/pokedex/gliscor,2.0,42.5
0473,Mamoswine,,https://pokemondb.net/pokedex/mamoswine,2.5,291.0
0474,Porygon-Z,,https://pokemondb.net/pokedex/porygon-z,0.9,34.0
0475,Gallade,,https://pokemondb.net/pokedex/gallade,1.6,52.0
0476,Probopass,,https://pokemondb.net/pokedex/probopass,1.4,340.0
0477,Dusknoir,,https://pokemondb.net/pokedex/dusknoir,2.2,106.6
0478,Froslass,,https://pokemondb.net/pokedex/froslass,1.3,26.6
0479,Rotom,,https://pokemondb.net/pokedex/rotom,0.3,0.3
0480,Uxie,,https://pokemondb.net/pokedex/uxie,0.3,0.3
0481,Mesprit,,https://pokemondb.net/pokedex/mesprit,0.3,0.3
0482,Azelf,,https://pokemondb.net/pokedex/azelf,0.3,0.3
0483,Dialga,,https://pokemondb.net/pokedex/dialga,5.4,683.0
0484,Palkia,,https://pokemondb.net/pokedex/palkia,4.2,336.0
0485,Heatran,,https://pokemondb.net/pokedex/heatran,1.7,430.0
0486,Regigigas,,https://pokemondb.net/pokedex/regigigas,3.7,420.0
0487,Giratina,,https://pokemondb.net/pokedex/giratina,4.5,750.0
0488,Cresselia,,https://pokemondb.net/pokedex/cresselia,1.5,85.6
0489,Phione,,https://pokemondb.net/pokedex/phione,0.4,3.1
0490,Manaphy,,https://pokemondb.net/pokedex/manaphy,0.3,1.4
0491,Darkrai,,https://pokemondb.net/pokedex/darkrai,1.5,50.5
0492,Shaymin,,https://pokemondb.net/pokedex/shaymin,0.2,2.1
0493,Arceus,,https://pokemondb.net/pokedex/arceus,3.2,320.0
0494,Victini,,https://pokemondb.net/pokedex/victini,0.4,4.0
0495,Snivy,,https://pokemondb.net/pokedex/snivy,0.6,8.1
0496,Servine,,https://pokemondb.net/pokedex/servine,0.8,16.0
0497,Serperior,,https://pokemondb.net/pokedex/serperior,3.3,63.0
0498,Tepig,,https://pokemondb.net/pokedex/tepig,0.5,9.9
0499,Pignite,,https://pokemondb.net/pokedex/pignite,1.0,55.5
0500,Emboar,,https://pokemondb.net/pokedex/emboar,1.6,150.0
0501,Oshawott,,https://pokemondb.net/pokedex/oshawott,0.5,5.9
0502,Dewott,,https://pokemondb.net/pokedex/dewott,0.8,24.5
0503,Samurott,,https://pokemondb.net/pokedex/samurott,1.5,94.6
0504,Patrat,,https://pokemondb.net/pokedex/patrat,0.5,11.6
0505,Watchog,,https://pokemondb.net/pokedex/watchog,1.1,27.0
0506,Lillipup,,https://pokemondb.net/pokedex/lillipup,0.4,4.1
0507,Herdier,,https://pokemondb.net/pokedex/herdier,0.9,14.7
0508,Stoutland,,https://pokemondb.net/pokedex/stoutland,1.2,61.0
0509,Purrloin,,https://pokemondb.net/pokedex/purrloin,0.4,10.1
0510,Liepard,,https://pokemondb.net/pokedex/liepard,1.1,37.5
0511,Pansage,,https://pokemondb.net/pokedex/pansage,0.6,10.5
0512,Simisage,,https://pokemondb.net/pokedex/simisage,1.1,30.5
0513,Pansear,,https://pokemondb.net/pokedex/pansear,0.6,11.0
0514,Simisear,,https://pokemondb.net/pokedex/simisear,1.0,28.0
0515,Panpour,,https://pokemondb.net/pokedex/panpour,0.6,13.5
0516,Simipour,,https://pokemondb.net/pokedex/simipour,1.0,29.0
0517,Munna,,https://pokemondb.net/pokedex/munna,0.6,23.3
0518,Musharna,,https://pokemondb.net/pokedex/musharna,1.1,60.5
0519,Pidove,,https://pokemondb.net/pokedex/pidove,0.3,2.1
0520,Tranquill,,https://pokemondb.net/pokedex/tranquill,0.6,15.0
0521,Unfezant,,https://pokemondb.net/pokedex/unfezant,1.2,29.0
0522,Blitzle,,https://pokemondb.net/pokedex/blitzle,0.8,29.8
0523,Zebstrika,,https://pokemondb.net/pokedex/zebstrika,1.6,79.5
0524,Roggenrola,,https://pokemondb.net/pokedex/roggenrola,0.4,18.0
0525,Boldore,,https://pokemondb.net/pokedex/boldore,0.9,102.0
0526,Gigalith,,https://pokemondb.net/pokedex/gigalith,1.7,260.0
0527,Woobat,,https://pokemondb.net/pokedex/woobat,0.4,2.1
0528,Swoobat,,https://pokemondb.net/pokedex/swoobat,0.9,10.5
0529,Drilbur,,https://pokemondb.net/pokedex/drilbur,0.3,8.5
0530,Excadrill,,https://pokemondb.net/pokedex/excadrill,0.7,40.4
0531,Audino,,https://pokemondb.net/pokedex/audino,1.1,31.0
0532,Timburr,,https://pokemondb.net/pokedex/timburr,0.6,12.5
0533,Gurdurr,,https://pokemondb.net/pokedex/gurdurr,1.2,40.0
0534,Conkeldurr,,https://pokemondb.net/pokedex/conkeldurr,1.4,87.0
0535,Tympole,,https://pokemondb.net/pokedex/tympole,0.5,4.5
0536,Palpitoad,,https://pokemondb.net/pokedex/palpitoad,0.8,17.0
0537,Seismitoad,,https://pokemondb.net/pokedex/seismitoad,1.5,62.0
0538,Throh,,https://pokemondb.net/pokedex/throh,1.3,55.5
0539,Sawk,,https://pokemondb.net/pokedex/sawk,1.4,51.0
0540,Sewaddle,,https://pokemondb.net/pokedex/sewaddle,0.3,2.5
0541,Swadloon,,https://pokemondb.net/pokedex/swadloon,0.5,7.3
0542,Leavanny,,https://pokemondb.net/pokedex/leavanny,1.2,20.5
0543,Venipede,,https://pokemondb.net/pokedex/venipede,0.4,5.3
0544,Whirlipede,,https://pokemondb.net/pokedex/whirlipede,1.2,58.5
0545,Scolipede,,https://pokemondb.net/pokedex/scolipede,2.5,200.5
0546,Cottonee,,https://pokemondb.net/pokedex/cottonee,0.3,0.6
0547,Whimsicott,,https://pokemondb.net/pokedex/whimsicott,0.7,6.6
0548,Petilil,,https://pokemondb.net/pokedex/petilil,0.5,6.6
0549,Lilligant,,https://pokemondb.net/pokedex/lilligant,1.1,16.3
0550,Basculin,,https://pokemondb.net/pokedex/basculin,1.0,18.0
0551,Sandile,,https://pokemondb.net/pokedex/sandile,0.7,15.2
0552,Krokorok,,https://pokemondb.net/pokedex/krokorok,1.0,33.4
0553,Krookodile,,https://pokemondb.net/pokedex/krookodile,1.5,96.3
0554,Darumaka,,https://pokemondb.net/pokedex/darumaka,0.6,37.5
0555,Darmanitan,,https://pokemondb.net/pokedex/darmanitan,1.3,92.9
0556,Maractus,,https://pokemondb.net/pokedex/maractus,1.0,28.0
0557,Dwebble,,https://pokemondb.net/pokedex/dwebble,0.3,14.5
0558,Crustle,,https://pokemondb.net/pokedex/crustle,1.4,200.0
0559,Scraggy,,https://pokemondb.net/pokedex/scraggy,0.6,11.8
0560,Scrafty,,https://pokemondb.net/pokedex/scrafty,1.1,30.0
0561,Sigilyph,,https://pokemondb.net/pokedex/sigilyph,1.4,14.0
0562,Yamask,,https://pokemondb.net/pokedex/yamask,0.5,1.5
0563,Cofagrigus,,https://pokemondb.net/pokedex/cofagrigus,1.7,76.5
0564,Tirtouga,,https://pokemondb.net/pokedex/tirtouga,0.7,16.5
0565,Carracosta,,https://pokemondb.net/pokedex/carracosta,1.2,81.0
0566,Archen,,https://pokemondb.net/pokedex/archen,0.5,9.5
0567,Archeops,,https://pokemondb.net/pokedex/archeops,1.4,32.0
0568,Trubbish,,https://pokemondb.net/pokedex/trubbish,0.6,31.0
0569,Garbodor,,https://pokemondb.net/pokedex/garbodor,1.9,107.3
0570,Zorua,,https://pokemondb.net/pokedex/zorua,0.7,12.5
0571,Zoroark,,https://pokemondb.net/pokedex/zoroark,1.6,81.1
0572,Minccino,,https://pokemondb.net/pokedex/minccino,0.4,5.8
0573,Cinccino,,https://pokemondb.net/pokedex/cinccino,0.5,7.5
0574,Gothita,,https://pokemondb.net/pokedex/gothita,0.4,5.8
0575,Gothorita,,https://pokemondb.net/pokedex/gothorita,0.7,18.0
0576,Gothitelle,,https://pokemondb.net/pokedex/gothitelle,1.5,44.0
0577,Solosis,,https://pokemondb.net/pokedex/solosis,0.3,1.0
0578,Duosion,,https://pokemondb.net/pokedex/duosion,0.6,8.0
0579,Reuniclus,,https://pokemondb.net/pokedex/reuniclus,1.0,20.1
0580,Ducklett,,https://pokemondb.net/pokedex/ducklett,0.5,5.5
0581,Swanna,,https://pokemondb.net/pokedex/swanna,1.3,24.2
0582,Vanillite,,https://pokemondb.net/pokedex/vanillite,0.4,5.7
0583,Vanillish,,https://pokemondb.net/pokedex/vanillish,1.1,41.0
0584,Vanilluxe,,https://pokemondb.net/pokedex/vanilluxe,1.3,57.5
0585,Deerling,,https://pokemondb.net/pokedex/deerling,0.6,19.5
0586,Sawsbuck,,https://pokemondb.net/pokedex/sawsbuck,1.9,92.5
0587,Emolga,,https://pokemondb.net/pokedex/emolga,0.4,5.0
0588,Karrablast,,https://pokemondb.net/pokedex/karrablast,0.5,5.9
0589,Escavalier,,https://pokemondb.net/pokedex/escavalier,1.0,33.0
0590,Foongus,,https://pokemondb.net/pokedex/foongus,0.2,1.0
0591,Amoonguss,,https://pokemondb.net/pokedex/amoonguss,0.6,10.5
0592,Frillish,,https://pokemondb.net/pokedex/frillish,1.2,33.0
0593,Jellicent,,https://pokemondb.net/pokedex/jellicent,2.2,135.0
0594,Alomomola,,https://pokemondb.net/pokedex/alomomola,1.2,31.6
0595,Joltik,,https://pokemondb.net/pokedex/joltik,0.1,0.6
0596,Galvantula,,https://pokemondb.net/pokedex/galvantula,0.8,14.3
0597,Ferroseed,,https://pokemondb.net/pokedex/ferroseed,0.6,18.8
0598,Ferrothorn,,https://pokemondb.net/pokedex/ferrothorn,1.0,110.0
0599,Klink,,https://pokemondb.net/pokedex/klink,0.3,21.0
0600,Klang,,https://pokemondb.net/pokedex/klang,0.6,51.0
0601,Klinklang,,https://pokemondb.net/pokedex/klinklang,0.6,81.0
0602,Tynamo,,https://pokemondb.net/pokedex/tynamo,0.2,0.3
0603,Eelektrik,,https://pokemondb.net/pokedex/eelektrik,1.2,22.0
0604,Eelektross,,https://pokemondb.net/pokedex/eelektross,2.1,80.5
0605,Elgyem,,https://pokemondb.net/pokedex/elgyem,0.5,9.0
0606,Beheeyem,,https://pokemondb.net/pokedex/beheeyem,1.0,34.5
0607,Litwick,,https://pokemondb.net/pokedex/litwick,0.3,3.1
0608,Lampent,,https://pokemondb.net/pokedex/lampent,0.6,13.0
0609,Chandelure,,https://pokemondb.net/pokedex/chandelure,1.0,34.3
0610,Axew,,https://pokemondb.net/pokedex/axew,0.6,18.0
0611,Fraxure,,https://pokemondb.net/pokedex/fraxure,1.0,36.0
0612,Haxorus,,https://pokemondb.net/pokedex/haxorus,1.8,105.5
0613,Cubchoo,,https://pokemondb.net/pokedex/cubchoo,0.5,8.5
0614,Beartic,,https://pokemondb.net/pokedex/beartic,2.6,260.0
0615,Cryogonal,,https://pokemondb.net/pokedex/cryogonal,1.1,148.0
0616,Shelmet,,https://pokemondb.net/pokedex/shelmet,0.4,7.7
0617,Accelgor,,https://pokemondb.net/pokedex/accelgor,0.8,25.3
0618,Stunfisk,,https://pokemondb.net/pokedex/stunfisk,0.7,11.0
0619,Mienfoo,,https://pokemondb.net/pokedex/mienfoo,0.9,20.0
0620,Mienshao,,https://pokemondb.net/pokedex/mienshao,1.4,35.5
0621,Druddigon,,https://pokemondb.net/pokedex/druddigon,1.6,139.0
0622,Golett,,https://pokemondb.net/pokedex/golett,1.0,92.0
0623,Golurk,,https://pokemondb.net/pokedex/golurk,2.8,330.0
0624,Pawniard,,https://pokemondb.net/pokedex/pawniard,0.5,10.2
0625,Bisharp,,https://pokemondb.net/pokedex/bisharp,1.6,70.0
0626,Bouffalant,,https://pokemondb.net/pokedex/bouffalant,1.6,94.6
0627,Rufflet,,https://pokemondb.net/pokedex/rufflet,0.5,10.5
0628,Braviary,,https://pokemondb.net/pokedex/braviary,1.5,41.0
0629,Vullaby,,https://pokemondb.net/pokedex/vullaby,0.5,9.0
0630,Mandibuzz,,https://pokemondb.net/pokedex/mandibuzz,1.2,39.5
0631,Heatmor,,https://pokemondb.net/pokedex/heatmor,1.4,58.0
0632,Durant,,https://pokemondb.net/pokedex/durant,0.3,33.0
0633,Deino,,https://pokemondb.net/pokedex/deino,0.8,17.3
0634,Zweilous,,https://pokemondb.net/pokedex/zweilous,1.4,50.0
0635,Hydreigon,,https://pokemondb.net/pokedex/hydreigon,1.8,160.0
0636,Larvesta,,https://pokemondb.net/pokedex/larvesta,1.1,28.8
0637,Volcarona,,https://pokemondb.net/pokedex/volcarona,1.6,46.0
0638,Cobalion,,https://pokemondb.net/pokedex/cobalion,2.1,250.0
0639,Terrakion,,https://pokemondb.net/pokedex/terrakion,1.9,260.0
0640,Virizion,,https://pokemondb.net/pokedex/virizion,2.0,200.0
0641,Tornadus,,https://pokemondb.net/pokedex/tornadus,1.5,63.0
0642,Thundurus,,https://pokemondb.net/pokedex/thundurus,1.5,61.0
0643,Reshiram,,https://pokemondb.net/pokedex/reshiram,3.2,330.0
0644,Zekrom,,https://pokemondb.net/pokedex/zekrom,2.9,345.0
0645,Landorus,,https://pokemondb.net/pokedex/landorus,1.5,68.0
0646,Kyurem,,https://pokemondb.net/pokedex/kyurem,3.0,325.0
0647,Keldeo,,https://pokemondb.net/pokedex/keldeo,1.4,48.5
0648,Meloetta,,https://pokemondb.net/pokedex/meloetta,0.6,6.5
0649,Genesect,,https://pokemondb.net/pokedex/genesect,1.5,82.5
0650,Chespin,,https://pokemondb.net/pokedex/chespin,0.4,9.0
0651,Quilladin,,https://pokemondb.net/pokedex/quilladin,0.7,29.0
0652,Chesnaught,,https://pokemondb.net/pokedex/chesnaught,1.6,90.0
0653,Fennekin,,https://pokemondb.net/pokedex/fennekin,0.4,9.4
0654,Braixen,,https://pokemondb.net/pokedex/braixen,1.0,14.5
0655,Delphox,,https://pokemondb.net/pokedex/delphox,1.5,39.0
0656,Froakie,,https://pokemondb.net/pokedex/froakie,0.3,7.0
0657,Frogadier,,https://pokemondb.net/pokedex/frogadier,0.6,10.9
0658,Greninja,,https://pokemondb.net/pokedex/greninja,1.5,40.0
0659,Bunnelby,,https://pokemondb.net/pokedex/bunnelby,0.4,5.0
0660,Diggersby,,https://pokemondb.net/pokedex/diggersby,1.0,42.4
0661,Fletchling,,https://pokemondb.net/pokedex/fletchling,0.3,1.7
0662,Fletchinder,,https://pokemondb.net/pokedex/fletchinder,0.7,16.0
0663,Talonflame,,https://pokemondb.net/pokedex/talonflame,1.2,24.5
0664,Scatterbug,,https://pokemondb.net/pokedex/scatterbug,0.3,2.5
0665,Spewpa,,https://pokemondb.net/pokedex/spewpa,0.3,8.4
0666,Vivillon,,https://pokemondb.net/pokedex/vivillon,1.2,17.0
0667,Litleo,,https://pokemondb.net/pokedex/litleo,0.6,13.5
0668,Pyroar,,https://pokemondb.net/pokedex/pyroar,1.5,81.5
0669,Flabébé,,https://pokemondb.net/pokedex/flabebe,0.1,0.1
0670,Floette,,https://pokemondb.net/pokedex/floette,0.2,0.9
0671,Florges,,https://pokemondb.net/pokedex/florges,1.1,10.0
0672,Skiddo,,https://pokemondb.net/pokedex/skiddo,0.9,31.0
0673,Gogoat,,https://pokemondb.net/pokedex/gogoat,1.7,91.0
0674,Pancham,,https://pokemondb.net/pokedex/pancham,0.6,8.0
0675,Pangoro,,https://pokemondb.net/pokedex/pangoro,2.1,136.0
0676,Furfrou,,https://pokemondb.net/pokedex/furfrou,1.2,28.0
0677,Espurr,,https://pokemondb.net/pokedex/espurr,0.3,3.5
0678,Meowstic,,https://pokemondb.net/pokedex/meowstic,0.6,8.5
0679,Honedge,,https://pokemondb.net/pokedex/honedge,0.8,2.0
0680,Doublade,,https://pokemondb.net/pokedex/doublade,0.8,4.5
0681,Aegislash,,https://pokemondb.net/pokedex/aegislash,1.7,53.0
0682,Spritzee,,https://pokemondb.net/pokedex/spritzee,0.2,0.5
0683,Aromatisse,,https://pokemondb.net/pokedex/aromatisse,0.8,15.5
0684,Swirlix,,https://pokemondb.net/pokedex/swirlix,0.4,3.5
0685,Slurpuff,,https://pokemondb.net/pokedex/slurpuff,0.8,5.0
0686,Inkay,,https://pokemondb.net/pokedex/inkay,0.4,3.5
0687,Malamar,,https://pokemondb.net/pokedex/malamar,1.5,47.0
0688,Binacle,,https://pokemondb.net/pokedex/binacle,0.5,31.0
0689,Barbaracle,,https://pokemondb.net/pokedex/barbaracle,1.3,96.0
0690,Skrelp,,https://pokemondb.net/pokedex/skrelp,0.5,7.3
0691,Dragalge,,https://pokemondb.net/pokedex/dragalge,1.8,81.5
0692,Clauncher,,https://pokemondb.net/pokedex/clauncher,0.5,8.3
0693,Clawitzer,,https://pokemondb.net/pokedex/clawitzer,1.3,35.3
0694,Helioptile,,https://pokemondb.net/pokedex/helioptile,0.5,6.0
0695,Heliolisk,,https://pokemondb.net/pokedex/heliolisk,1.0,21.0
0696,Tyrunt,,https://pokemondb.net/pokedex/tyrunt,0.8,26.0
0697,Tyrantrum,,https://pokemondb.net/pokedex/tyrantrum,2.5,270.0
0698,Amaura,,https://pokemondb.net/pokedex/amaura,1.3,25.2
0699,Aurorus,,https://pokemondb.net/pokedex/aurorus,2.7,225.0
0700,Sylveon,,https://pokemondb.net/pokedex/sylveon,1.0,23.5
0701,Hawlucha,,https://pokemondb.net/pokedex/hawlucha,0.8,21.5
0702,Dedenne,,https://pokemondb.net/pokedex/dedenne,0.2,2.2
0703,Carbink,,https://pokemondb.net/pokedex/carbink,0.3,5.7
0704,Goomy,,https://pokemondb.net/pokedex/goomy,0.3,2.8
0705,Sliggoo,,https://pokemondb.net/pokedex/sliggoo,0.8,17.5
0706,Goodra,,https://pokemondb.net/pokedex/goodra,2.0,150.5
0707,Klefki,,https://pokemondb.net/pokedex/klefki,0.2,3.0
0708,Phantump,,https://pokemondb.net/pokedex/phantump,0.4,7.0
0709,Trevenant,,https://pokemondb.net/pokedex/trevenant,1.5,71.0
0710,Pumpkaboo,,https://pokemondb.net/pokedex/pumpkaboo,0.4,5.0
0711,Gourgeist,,https://pokemondb.net/pokedex/gourgeist,0.9,12.5
0712,Bergmite,,https://pokemondb.net/pokedex/bergmite,1.0,99.5
0713,Avalugg,,https://pokemondb.net/pokedex/avalugg,2.0,505.0
0714,Noibat,,https://pokemondb.net/pokedex/noibat,0.5,8.0
0715,Noivern,,https://pokemondb.net/pokedex/noivern,1.5,85.0
0716,Xerneas,,https://pokemondb.net/pokedex/xerneas,3.0,215.0
0717,Yveltal,,https://pokemondb.net/pokedex/yveltal,5.8,203.0
0718,Zygarde,,https://pokemondb.net/pokedex/zygarde,5.0,305.0
0719,Diancie,,https://pokemondb.net/pokedex/diancie,0.7,8.8
0720,Hoopa,,https://pokemondb.net/pokedex/hoopa,0.5,9.0
0721,Volcanion,,https://pokemondb.net/pokedex/volcanion,1.7,195.0
0722,Rowlet,,https://pokemondb.net/pokedex/rowlet,0.3,1.5
0723,Dartrix,,https://pokemondb.net/pokedex/dartrix,0.7,16.0
0724,Decidueye,,https://pokemondb.net/pokedex/decidueye,1.6,36.6
0725,Litten,,https://pokemondb.net/pokedex/litten,0.4,4.3
0726,Torracat,,https://pokemondb.net/pokedex/torracat,0.7,25.0
0727,Incineroar,,https://pokemondb.net/pokedex/incineroar,1.8,83.0
0728,Popplio,,https://pokemondb.net/pokedex/popplio,0.4,7.5
0729,Brionne,,https://pokemondb.net/pokedex/brionne,0.6,17.5
0730,Primarina,,https://pokemondb.net/pokedex/primarina,1.8,44.0
0731,Pikipek,,https://pokemondb.net/pokedex/pikipek,0.3,1.2
0732,Trumbeak,,https://pokemondb.net/pokedex/trumbeak,0.6,14.8
0733,Toucannon,,https://pokemondb.net/pokedex/toucannon,1.1,26.0
0734,Yungoos,,https://pokemondb.net/pokedex/yungoos,0.4,6.0
0735,Gumshoos,,https://pokemondb.net/pokedex/gumshoos,0.7,14.2
0736,Grubbin,,https://pokemondb.net/pokedex/grubbin,0.4,4.4
0737,Charjabug,,https://pokemondb.net/pokedex/charjabug,0.5,10.5
0738,Vikavolt,,https://pokemondb.net/pokedex/vikavolt,1.5,45.0
0739,Crabrawler,,https://pokemondb.net/pokedex/crabrawler,0.6,7.0
0740,Crabominable,,https://pokemondb.net/pokedex/crabominable,1.7,180.0
0741,Oricorio,,https://pokemondb.net/pokedex/oricorio,0.6,3.4
0742,Cutiefly,,https://pokemondb.net/pokedex/cutiefly,0.1,0.2
0743,Ribombee,,https://pokemondb.net/pokedex/ribombee,0.2,0.5
0744,Rockruff,,https://pokemondb.net/pokedex/rockruff,0.5,9.2
0745,Lycanroc,,https://pokemondb.net/pokedex/lycanroc,0.8,25.0
